Resume,Category
"Professional Summary:
Results-driven Data Scientist with 12 years of experience in
Tableau, Power BI, SQL, Statistics. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Tableau, Power BI, SQL, Statistics, Feature Engineering, NumPy, Machine Learning, A/B Testing, Agile, Scrum

Experience:
Data Scientist at DataWave Analytics
- Deployed data pipelines using Pandas, by 35%.
- Created data pipelines using PyTorch, across 5 production environments.
- Automated predictive models using Power BI, reducing latency by 25%.

Education:
M.Sc in Data Science, State Technical University

Certifications:
TensorFlow Developer Certificate",Data Scientist
"Professional Summary:
Results-driven AI Engineer with 5 years of experience in
FastAPI, REST APIs, CUDA, Python. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
FastAPI, REST APIs, CUDA, Python, Hugging Face, PyTorch, Docker, OpenCV, Agile, Project Management

Experience:
AI Engineer at ByteForge Inc
- Created AI inference services using TensorFlow, across 5 production environments.
- Deployed computer vision systems using Hugging Face, reducing latency by 25%.
- Deployed deep learning models using MLOps, reducing latency by 25%.

Education:
B.Tech in Electronics and Communication, VIT University

Certifications:
TensorFlow Developer Certificate",AI Engineer
"Professional Summary:
Results-driven AI Engineer with 6 years of experience in
NLP, PyTorch, OpenCV, MLOps. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
NLP, PyTorch, OpenCV, MLOps, Kubernetes, Hugging Face, Transformers, Keras, Project Management, Team Leadership

Experience:
AI Engineer at Quantum Softworks
- Delivered model training pipelines using Hugging Face, improving performance by 40%.
- Deployed NLP pipelines using MLOps, for over 10,000 users.
- Implemented model training pipelines using MLOps, across 5 production environments.

Education:
B.Sc in Computer Science, National Institute of Technology

Certifications:
Microsoft Certified: Azure Fundamentals",AI Engineer
"Professional Summary:
Results-driven Cloud Engineer with 8 years of experience in
S3, Kubernetes, Terraform, Lambda. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
S3, Kubernetes, Terraform, Lambda, AWS, CloudFormation, Networking, Azure, Time Management, Project Management

Experience:
Cloud Engineer at ByteForge Inc
- Optimized auto-scaling systems using Linux, by 35%.
- Improved auto-scaling systems using Lambda, improving performance by 40%.
- Deployed cloud infrastructure using Security, for over 10,000 users.

Education:
B.Tech in Electronics and Communication, State Technical University

Certifications:
Oracle Certified Java Programmer",Cloud Engineer
"Professional Summary:
Results-driven Java Developer with 6 years of experience in
Spring Boot, Design Patterns, REST APIs, Microservices. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Spring Boot, Design Patterns, REST APIs, Microservices, JUnit, Multithreading, MySQL, Java, Scrum, Project Management

Experience:
Java Developer at ByteForge Inc
- Optimized database integrations using Hibernate, by 20%.
- Designed REST APIs using Git, for over 10,000 users.

Education:
B.Tech in Computer Science, Anna University

Certifications:
Oracle Certified Java Programmer",Java Developer
"Professional Summary:
Results-driven Software Engineer with 4 years of experience in
System Design, REST APIs, SQL, Data Structures. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
System Design, REST APIs, SQL, Data Structures, Algorithms, C++, Agile, CI/CD, Scrum, Problem Solving

Experience:
Software Engineer at Innovate Systems
- Engineered APIs using C++, by 35%.
- Managed backend services using C++, for over 10,000 users.

Education:
B.Tech in Electronics and Communication, Indian Institute of Technology

Certifications:
Oracle Certified Java Programmer",Software Engineer
"Professional Summary:
Results-driven Cloud Engineer with 8 years of experience in
Kubernetes, Lambda, Terraform, AWS. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Kubernetes, Lambda, Terraform, AWS, Networking, CloudFormation, DevOps, Python, Team Leadership, Problem Solving

Experience:
Cloud Engineer at NexGen Software
- Streamlined cloud security policies using Docker, for over 10,000 users.
- Designed cloud security policies using S3, reducing latency by 25%.
- Created auto-scaling systems using AWS, improving performance by 40%.
- Architected cloud migrations using AWS, resulting in 15% cost savings.

Education:
M.Sc in Data Science, VIT University

Certifications:
Google Data Analytics Certificate",Cloud Engineer
"Professional Summary:
Results-driven Java Developer with 11 years of experience in
Java, Hibernate, JUnit, SQL. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Java, Hibernate, JUnit, SQL, MySQL, Spring Boot, Kafka, JPA, Communication, Project Management

Experience:
Java Developer at DataWave Analytics
- Streamlined backend systems using Multithreading, for over 10,000 users.
- Delivered batch jobs using Microservices, for over 10,000 users.
- Managed Spring Boot microservices using Java, by 35%.

Education:
B.E in Information Technology, Indian Institute of Technology

Certifications:
Oracle Certified Java Programmer",Java Developer
"Professional Summary:
Results-driven DevOps Engineer with 11 years of experience in
Git, Infrastructure as Code, Monitoring, Kubernetes. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Git, Infrastructure as Code, Monitoring, Kubernetes, GitLab CI, Linux, Docker, Azure DevOps, Agile, Problem Solving

Experience:
DevOps Engineer at DataWave Analytics
- Led infrastructure as code using Kubernetes, reducing latency by 25%.
- Automated container orchestration using Ansible, by 20%.

Education:
B.E in Information Technology, Pune University

Certifications:
Google Data Analytics Certificate",DevOps Engineer
"Professional Summary:
Results-driven Web Developer with 8 years of experience in
JavaScript, Next.js, Git, Express.js. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
JavaScript, Next.js, Git, Express.js, TypeScript, Redux, Webpack, Bootstrap, Time Management, Project Management

Experience:
Web Developer at CloudNine Technologies
- Built responsive UIs using Git, across 5 production environments.
- Led frontend components using Webpack, improving performance by 40%.
- Architected e-commerce platforms using JavaScript, improving performance by 40%.

Education:
B.Tech in Electronics and Communication, VIT University

Certifications:
AWS Certified Solutions Architect",Web Developer
"Professional Summary:
Results-driven DevOps Engineer with 5 years of experience in
Infrastructure as Code, Ansible, Prometheus, Grafana. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Infrastructure as Code, Ansible, Prometheus, Grafana, Git, Monitoring, Bash Scripting, Jenkins, Time Management, Agile

Experience:
DevOps Engineer at Vertex Solutions
- Implemented deployment automation using Jenkins, improving performance by 40%.
- Engineered container orchestration using Monitoring, for over 10,000 users.

Education:
B.Tech in Computer Science, Delhi Technological University

Certifications:
Google Data Analytics Certificate",DevOps Engineer
"Professional Summary:
Results-driven Cloud Engineer with 6 years of experience in
EC2, Terraform, Google Cloud Platform, DevOps. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
EC2, Terraform, Google Cloud Platform, DevOps, Security, Linux, Python, Kubernetes, Project Management, Communication

Experience:
Cloud Engineer at DataWave Analytics
- Deployed cloud security policies using Google Cloud Platform, for over 10,000 users.
- Streamlined cloud infrastructure using Networking, reducing latency by 25%.
- Optimized cloud security policies using Networking, by 35%.
- Optimized cloud infrastructure using AWS, for over 10,000 users.

Education:
B.E in Information Technology, Indian Institute of Technology

Certifications:
Google Data Analytics Certificate",Cloud Engineer
"Professional Summary:
Results-driven Java Developer with 0 years of experience in
Git, Hibernate, Design Patterns, Microservices. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Git, Hibernate, Design Patterns, Microservices, Java, Kafka, SQL, REST APIs, Time Management, Communication

Experience:
Java Developer at Quantum Softworks
- Optimized Spring Boot microservices using Maven, improving performance by 40%.
- Led batch jobs using REST APIs, across 5 production environments.
- Designed enterprise applications using MySQL, reducing latency by 25%.

Education:
B.Tech in Electronics and Communication, Indian Institute of Technology

Certifications:
Google Data Analytics Certificate",Java Developer
"Professional Summary:
Results-driven Web Developer with 12 years of experience in
React, SQL, CSS, JavaScript. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
React, SQL, CSS, JavaScript, Express.js, Webpack, Tailwind CSS, Git, Scrum, Communication

Experience:
Web Developer at TechCorp Solutions
- Developed landing pages using Next.js, across 5 production environments.
- Delivered single page applications using JavaScript, by 35%.
- Managed landing pages using Git, for over 10,000 users.
- Streamlined frontend components using React, reducing latency by 25%.

Education:
B.Tech in Electronics and Communication, Indian Institute of Technology

Certifications:
Google Data Analytics Certificate",Web Developer
"Professional Summary:
Results-driven Web Developer with 2 years of experience in
Redux, Git, Node.js, SQL. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Redux, Git, Node.js, SQL, CSS, React, Webpack, JavaScript, Communication, Team Leadership

Experience:
Web Developer at Skyline Digital
- Developed single page applications using CSS, reducing latency by 25%.
- Deployed responsive UIs using HTML, improving performance by 40%.

Education:
B.Sc in Computer Science, Delhi Technological University

Certifications:
AWS Certified Solutions Architect",Web Developer
